Ἀαρών	명사	남성 단수 속격	luke 1:5
οὐδαμῶς	부사		matthew 2:6
οὐκοῦν	접속사		john 18:37
ὀφειλή	명사	여성 단수 대격	matthew 18:32
ὀφείλημα	명사	중성 복수 대격	matthew 6:12
ὀφρῦς	명사	여성 단수 속격	luke 4:29
ὀψώνιον	명사	중성 복수 여격	luke 3:14
παγιδεύω	동사	3인칭 복수 부정과거 능동 가정법	matthew 22:15
παγίς	명사	여성 단수 주격	luke 21:35
παιδάριον	명사	중성 단수 주격	john 6:9
παιδιόθεν	부사		mark 9:21
παλαιόω	동사	현재 수동 분사 중성 복수 대격	luke 12:33
παλιγγενεσία	명사	여성 단수 여격	matthew 19:28
παμπληθεί	부사		luke 23:18
πανδοχεῖον	명사	중성 단수 대격	luke 10:34
πανδοχεύς	명사	남성 단수 여격	luke 10:35
πανοπλία	명사	여성 단수 대격	luke 11:22
πανουργία	명사	여성 단수 대격	luke 20:23
παντελής	형용사	중성 단수 대격	luke 13:11
πάντως	부사		luke 4:23
παραβιάζομαι	동사	3인칭 복수 부정과거 중간 직설법	luke 24:29
παράδεισος	명사	남성 단수 여격	luke 23:43
παραδέχομαι	동사	3인칭 복수 현재 중간 직설법	mark 4:20
παράδοξος	형용사	중성 복수 대격	luke 5:26
παραθαλάσσιος	형용사	여성 단수 대격	matthew 4:13
παρακαθέζομαι	동사	부정과거 수동 분사 여성 단수 주격	luke 10:39
παρακαλύπτομαι	동사	완료 수동 분사 중성 단수 주격	luke 9:45
παράλιος	형용사	여성 단수 속격	luke 6:17
παρατήρησις	명사	여성 단수 속격	luke 17:20
παρεκτός	전치사		matthew 5:32
παρεμβάλλω	동사	3인칭 복수 미래 능동 직설법	luke 19:43
παρθενία	명사	여성 단수 속격	luke 2:36
παροικέω	동사	2인칭 단수 현재 능동 직설법	luke 24:18
παρομοιάζω	동사	2인칭 복수 현재 능동 직설법	matthew 23:27
παρόμοιος	형용사	중성 복수 대격	mark 7:13
πατριά	명사	여성 단수 속격	luke 2:4
παχύνομαι	동사	3인칭 단수 부정과거 수동 직설법	matthew 13:15
πεδινός	형용사	남성 단수 속격	luke 6:17
πέλαγος	명사	중성 단수 여격	matthew 18:6
πενθερός	명사	남성 단수 주격	john 18:13
πενιχρός	형용사	여성 단수 대격	luke 21:2
πεντακόσιοι	형용사	중성 복수 대격	luke 7:41
πεντεκαιδέκατος	형용사	중성 단수 여격	luke 3:1
περιάπτω	동사	부정과거 능동 분사 남성 복수 속격	luke 22:55
περιδέω	동사	3인칭 단수 과거완료 수동 직설법	john 11:44
περιέχω	동사	3인칭 단수 부정과거 능동 직설법	luke 5:9
περιΐστημι	동사	완료 능동 분사 남성 단수 대격	john 11:42
περικρύβω	동사	3인칭 단수 미완료 능동 직설법	luke 1:24
περικυκλόω	동사	3인칭 복수 미래 능동 직설법	luke 19:43
περιλάμπω	동사	3인칭 단수 부정과거 능동 직설법	luke 2:9
περιοικέω	동사	현재 능동 분사 남성 복수 대격	luke 1:65
περίοικος	형용사	남성 복수 주격	luke 1:58
περιπίπτω	동사	3인칭 단수 부정과거 능동 직설법	luke 10:30
περιποιέομαι	동사	부정과거 중간 부정사	luke 17:33
περισπάομαι	동사	3인칭 단수 미완료 수동 직설법	luke 10:40
περισσότερον	부사		mark 7:36
περιτρέχω	동사	3인칭 복수 부정과거 능동 직설법	mark 6:55
περιφέρω	동사	현재 능동 부정사	mark 6:55
πήγανον	명사	중성 단수 대격	luke 11:42
πιέζω	동사	완료 수동 분사 중성 단수 대격	luke 6:38
πινακίδιον	명사	중성 단수 대격	luke 1:63
πλάνη	명사	여성 단수 주격	matthew 27:64
πλάνος	형용사	남성 단수 주격	matthew 27:63
πλατύνω	동사	3인칭 복수 현재 능동 직설법	matthew 23:5
πλέω	동사	현재 능동 분사 남성 복수 속격	luke 8:23
πληθύνω	동사	부정과거 수동 부정사	matthew 24:12
πλήμμυρα	명사	여성 단수 속격	luke 6:48
πληροφορέω	동사	완료 수동 분사 중성 복수 속격	luke 1:1
πλύνω	동사	3인칭 복수 미완료 능동 직설법	luke 5:2
ποίμνιον	명사	중성 단수 주격	luke 12:32
πολλαπλασίων	형용사	중성 복수 대격	luke 18:30
πολυλογία	명사	여성 단수 여격	matthew 6:7
πολυτελής	형용사	여성 단수 속격	mark 14:3
Πόντιος	명사	남성 단수 속격	luke 3:1
πορεία	명사	여성 단수 대격	luke 13:22
πόρρωθεν	부사		luke 17:12
πορρώτερον	부사		luke 24:28
πόσις	명사	여성 단수 주격	john 6:55
πότερον	부사		john 7:17
πραγματεύομαι	동사	2인칭 복수 부정과거 중간	luke 19:13
πρέπω	동사	현재 능동 분사 중성 단수 주격	matthew 3:15
πρεσβυτέριον	명사	중성 단수 주격	luke 22:66
πρεσβύτης	명사	남성 단수 주격	luke 1:18
προαύλιον	명사	중성 단수 대격	mark 14:68
προβάλλω	동사	3인칭 복수 부정과거 능동 가정법	luke 21:30
προβατικός	형용사	여성 단수 여격	john 5:2
προβιβάζω	동사	부정과거 수동 분사 여성 단수 주격	matthew 14:8
προδότης	명사	남성 단수 주격	luke 6:16
προκόπτω	동사	3인칭 단수 미완료 능동 직설법	luke 2:52
προλαμβάνω	동사	3인칭 단수 부정과거 능동 직설법	mark 14:8
προμελετάω	동사	현재 능동 부정사	luke 21:14
προμεριμνάω	동사	2인칭 복수 현재 능동	mark 13:11
προσάββατον	명사	중성 단수 주격	mark 15:42
προσάγω	동사	2인칭 단수 부정과거 능동	luke 9:41
προσαιτέω	동사	현재 능동 분사 남성 단수 주격	john 9:8
προσαναβαίνω	동사	2인칭 단수 부정과거 능동	luke 14:10
προσαναλίσκω	동사	부정과거 능동 분사 여성 단수 주격	luke 8:43
προσδαπανάω	동사	2인칭 단수 부정과거 능동 가정법	luke 10:35
προσδοκία	명사	여성 단수 속격	luke 21:26
προσεργάζομαι	동사	3인칭 단수 부정과거 중간 직설법	luke 19:16
προσήλυτος	명사	남성 단수 대격	matthew 23:15
προσκαρτερέω	동사	3인칭 단수 현재 능동 가정법	mark 3:9
προσκεφάλαιον	명사	중성 단수 대격	mark 4:38
προσκολλάομαι	동사	3인칭 단수 미래 수동 직설법	mark 10:7
προσκυνητής	명사	남성 복수 주격	john 4:23
προσορμίζομαι	동사	3인칭 복수 부정과거 수동 직설법	mark 6:53
προσποιέομαι	동사	3인칭 단수 부정과거 중간 직설법	luke 24:28
προσπορεύομαι	동사	3인칭 복수 현재 중간 직설법	mark 10:35
προσφάγιον	명사	중성 단수 대격	john 21:5
προσψαύω	동사	2인칭 복수 현재 능동 직설법	luke 11:46
προϋπάρχω	동사	3인칭 복수 미완료 능동 직설법	luke 23:12
προφητεία	명사	여성 단수 주격	matthew 13:14
προφῆτις	명사	여성 단수 주격	luke 2:36
προφθάνω	동사	3인칭 단수 부정과거 능동 직설법	matthew 17:25
πρύμνα	명사	여성 단수 여격	mark 4:38
πρωτότοκος	형용사	남성 단수 대격	luke 2:7
πτέρνα	명사	여성 단수 대격	john 13:18
πτύσμα	명사	중성 단수 속격	john 9:6
πτύσσω	동사	부정과거 능동 분사 남성 단수 주격	luke 4:20
πυγμή	명사	여성 단수 여격	mark 7:3
πυκνά	형용사	중성 복수 대격	luke 5:33
πώρωσις	명사	여성 단수 여격	mark 3:5
Ῥαγαύ	명사	남성 단수 속격	luke 3:35
ῥακά	명사	남성 단수 호격	matthew 5:22
Ῥαμά	명사	여성 단수 여격	matthew 2:18
Ῥαχήλ	명사	여성 단수 주격	matthew 2:18
ῥέω	동사	3인칭 복수 미래 능동 직설법	john 7:38
ῥῆγμα	명사	중성 단수 주격	luke 6:49
Ῥησά	명사	남성 단수 속격	luke 3:27
ῥομφαία	명사	여성 단수 주격	luke 2:35
Ῥωμαῖος	형용사	남성 복수 주격	john 11:48
Ῥωμαϊστί	부사		john 19:20
Σαλείμ	명사	중성 단수 속격	john 3:23
σάλος	명사	남성 단수 속격	luke 21:25
σάλπιγξ	명사	여성 단수 속격	matthew 24:31
σαλπίζω	동사	2인칭 단수 부정과거 능동 가정법	matthew 6:2
σανδάλιον	명사	중성 복수 대격	mark 6:9
Σάρεπτα	명사	중성 복수 대격	luke 4:26
Σεμεΐν	명사	남성 단수 속격	luke 3:26
Σερούχ	명사	남성 단수 속격	luke 3:35
Σήθ	명사	남성 단수 속격	luke 3:38
Σήμ	명사	남성 단수 속격	luke 3:36
Σιδώνιος	형용사	여성 단수 속격	luke 4:26
σίκερα	명사	중성 단수 대격	luke 1:15
σινιάζω	동사	부정과거 능동 부정사	luke 22:31
σιτιστός	형용사	중성 복수 주격	matthew 22:4
σιτομέτριον	명사	중성 단수 대격	luke 12:42
σκηνοπηγία	명사	여성 단수 주격	john 7:2
σκηνόω	동사	3인칭 단수 부정과거 능동 직설법	john 1:14
σκολιός	형용사	중성 복수 주격	luke 3:5
σκοπέω	동사	2인칭 단수 현재 능동	luke 11:35
σκῦλα	명사	중성 복수 대격	luke 11:22
σκώληξ	명사	남성 단수 주격	mark 9:48
σμυρνίζω	동사	완료 수동 분사 남성 단수 대격	mark 15:23
σορός	명사	여성 단수 속격	luke 7:14
Σουσάννα	명사	여성 단수 주격	luke 8:3
σπάομαι	동사	부정과거 중간 분사 남성 단수 주격	mark 14:47
σπεκουλάτωρ	명사	남성 단수 대격	mark 6:27
σπλάγχνον	명사	중성 복수 대격	luke 1:78
σπουδαίως	부사		luke 7:4
στασιαστής	명사	남성 복수 속격	mark 15:7
στατήρ	명사	남성 단수 대격	matthew 17:27
στενάζω	동사	3인칭 단수 부정과거 능동 직설법	mark 7:34
στιγμή	명사	여성 단수 여격	luke 4:5
στίλβω	동사	현재 능동 분사 중성 복수 주격	mark 9:3
στρατεύομαι	동사	현재 중간 분사 남성 복수 주격	luke 3:14
στρατιά	명사	여성 단수 속격	luke 2:13
στρατόπεδον	명사	중성 복수 속격	luke 21:20
συγγένεια	명사	여성 단수 속격	luke 1:61
συγγενίς	명사	여성 단수 주격	luke 1:36
συγκάθημαι	동사	현재 중간 분사 남성 단수 주격	mark 14:54
συγκαθίζω	동사	부정과거 능동 분사 남성 복수 속격	luke 22:55
συγκαλύπτω	동사	완료 수동 분사 중성 단수 주격	luke 12:2
συγκατατίθεμαι	동사	완료 중간 분사 남성 단수 주격	luke 23:51
συγκλείω	동사	3인칭 복수 부정과거 능동 직설법	luke 5:6
συγκύπτω	동사	현재 능동 분사 여성 단수 주격	luke 13:11
συγκυρία	명사	여성 단수 대격	luke 10:31
συγχράομαι	동사	3인칭 복수 현재 중간 직설법	john 4:9
συκάμινος	명사	여성 단수 여격	luke 17:6
συκομορέα	명사	여성 단수 대격	luke 19:4
συλλογίζομαι	동사	3인칭 복수 부정과거 중간 직설법	luke 20:5
συλλυπέομαι	동사	현재 중간 분사 남성 단수 주격	mark 3:5
συμμαθητής	명사	남성 복수 여격	john 11:16
συμπαραγίνομαι	동사	부정과거 중간 분사 남성 복수 주격	luke 23:48
συμπίπτω	동사	3인칭 단수 부정과거 능동 직설법	luke 6:49
συμφύομαι	동사	부정과거 수동 분사 여성 복수 주격	luke 8:7
συμφωνία	명사	여성 단수 속격	luke 15:25
συναναβαίνω	동사	부정과거 능동 분사 여성 복수 주격	mark 15:41
συναντιλαμβάνομαι	동사	3인칭 단수 부정과거 중간 가정법	luke 10:40
συναποθνῄσκω	동사	부정과거 능동 부정사	mark 14:31
συναρπάζω	동사	3인칭 단수 과거완료 능동 직설법	luke 8:29
συναυξάνομαι	동사	현재 수동 부정사	matthew 13:30
συνεργέω	동사	현재 능동 분사 남성 단수 속격	mark 16:20
συνεσθίω	동사	3인칭 단수 현재 능동 직설법	luke 15:2
συνευδοκέω	동사	2인칭 복수 현재 능동 직설법	luke 11:48
συνήθεια	명사	여성 단수 주격	john 18:39
συνίστημι	동사	완료 능동 분사 남성 복수 대격	luke 9:32
συνοδία	명사	여성 단수 여격	luke 2:44
συνοχή	명사	여성 단수 주격	luke 21:25
συντόμως	부사		mark 16:8
συντρέχω	동사	3인칭 복수 부정과거 능동 직설법	mark 6:33
συντυγχάνω	동사	부정과거 능동 부정사	luke 8:19
Σύρος	명사	남성 단수 주격	luke 4:27
Συροφοινίκισσα	명사	여성 단수 주격	mark 7:26
σύρω	동사	현재 능동 분사 남성 복수 주격	john 21:8
σύσσημον	명사	중성 단수 대격	mark 14:44
συστρέφω	동사	현재 수동 분사 남성 복수 속격	matthew 17:22
σχοινίον	명사	중성 복수 속격	john 2:15
σχολάζω	동사	현재 능동 분사 남성 단수 대격	matthew 12:44
σωματικός	형용사	중성 단수 여격	luke 3:22
τάξις	명사	여성 단수 여격	luke 1:8
ταπείνωσις	명사	여성 단수 대격	luke 1:48
ταῦρος	명사	남성 복수 주격	matthew 22:4
τάχος	명사	중성 단수 여격	luke 18:8
τεκνίον	명사	중성 복수 호격	john 13:33
τελείωσις	명사	여성 단수 주격	luke 1:45
τελεσφορέω	동사	3인칭 복수 현재 능동 직설법	luke 8:14
τελευτή	명사	여성 단수 속격	matthew 2:15
τεταρταῖος	형용사	남성 단수 주격	john 11:39
τετράμηνος	형용사	남성 단수 주격	john 4:35
τετραπλοῦς	형용사	중성 단수 대격	luke 19:8
τηλαυγῶς	부사		mark 8:25
Τιβέριος	명사	남성 단수 속격	luke 3:1
τοίνυν	접속사		luke 20:25
τοὔνομα	명사	중성 단수 대격	matthew 27:57
τραπεζίτης	명사	남성 복수 여격	matthew 25:27
τραῦμα	명사	중성 복수 대격	luke 10:34
τραυματίζω	동사	부정과거 능동 분사 남성 복수 주격	luke 20:12
τραχύς	형용사	여성 복수 주격	luke 3:5
τρῆμα	명사	중성 단수 속격	luke 18:25
τρίβολος	명사	남성 복수 속격	matthew 7:16
τρίτον	부사		luke 20:12
τρόμος	명사	남성 단수 주격	mark 16:8
τρυγάω	동사	3인칭 복수 현재 능동 직설법	luke 6:44
τρυγών	명사	여성 복수 속격	luke 2:24
τρυμαλιά	명사	여성 단수 속격	mark 10:25
τρύπημα	명사	중성 단수 속격	matthew 19:24
τρυφή	명사	여성 단수 여격	luke 7:25
τυγχάνω	동사	부정과거 능동 부정사	luke 20:35
τυφλόω	동사	3인칭 단수 완료 능동 직설법	john 12:40
τύφομαι	동사	현재 수동 분사 중성 단수 대격	matthew 12:20
ὑγρός	형용사	중성 단수 여격	luke 23:31
ὑδρωπικός	형용사	남성 단수 주격	luke 14:2
ὑπερεκχύννομαι	동사	현재 수동 분사 중성 단수 대격	luke 6:38
ὑπερηφανία	명사	여성 단수 주격	mark 7:22
ὑπερήφανος	형용사	남성 복수 대격	luke 1:51
ὑπερπερισσῶς	부사		mark 7:37
ὑπόδειγμα	명사	중성 단수 대격	john 13:15
ὑποδέομαι	동사	완료 중간 분사 남성 복수 대격	mark 6:9
ὑποζύγιον	명사	중성 단수 속격	matthew 21:5
ὑποκρίνομαι	동사	현재 중간 분사 남성 복수 대격	luke 20:20
ὑπολήνιον	명사	중성 단수 대격	mark 12:1
ὑποστρωννύω	동사	3인칭 복수 미완료 능동 직설법	luke 19:36
ὑπωπιάζω	동사	3인칭 단수 현재 능동 가정법	luke 18:5
ὕσσωπος	명사	여성 단수 여격	john 19:29
ὑστέρημα	명사	중성 단수 속격	luke 21:4
ὑστέρησις	명사	여성 단수 속격	mark 12:44
ὑφαντός	형용사	남성 단수 주격	john 19:23
Φάλεκ	명사	남성 단수 속격	luke 3:35
φανός	명사	남성 복수 속격	john 18:3
Φανουήλ	명사	남성 단수 속격	luke 2:36
φάραγξ	명사	여성 단수 주격	luke 3:5
φιλάργυρος	형용사	남성 복수 주격	luke 16:14
φιλονεικία	명사	여성 단수 주격	luke 22:24
φλόξ	명사	여성 단수 여격	luke 16:24
φόβητρον	명사	중성 복수 주격	luke 21:11
φοῖνιξ	명사	남성 복수 속격	john 12:13
φονεύς	명사	남성 복수 대격	matthew 22:7
φραγέλλιον	명사	중성 단수 대격	john 2:15
φράζω	동사	2인칭 단수 부정과거 능동	matthew 15:15
φρόνησις	명사	여성 단수 여격	luke 1:17
φρονίμως	부사		luke 16:8
φυγή	명사	여성 단수 주격	matthew 24:20
φυλακτήριον	명사	중성 복수 대격	matthew 23:5
φυτεία	명사	여성 단수 주격	matthew 15:13
χαλεπός	형용사	남성 복수 주격	matthew 8:28
Χαναναῖος	형용사	여성 단수 주격	matthew 15:22
χάραξ	명사	남성 단수 대격	luke 19:43
χάριν	전치사		luke 7:47
χαριτόω	동사	완료 수동 분사 여성 단수 호격	luke 1:28
χάσμα	명사	중성 단수 주격	luke 16:26
χείμαρρος	명사	남성 단수 속격	john 18:1
χειροποίητος	형용사	남성 단수 대격	mark 14:58
χιών	명사	여성 단수 주격	matthew 28:3
χλωρός	형용사	남성 단수 여격	mark 6:39
χολάω	동사	2인칭 복수 현재 능동 직설법	john 7:23
χολή	명사	여성 단수 속격	matthew 27:34
χορός	명사	남성 복수 속격	luke 15:25
Χουζᾶς	명사	남성 단수 속격	luke 8:3
χοῦς	명사	남성 단수 대격	mark 6:11
χρίω	동사	3인칭 단수 부정과거 능동 직설법	luke 4:18
ψεύδομαι	동사	현재 중간 분사 남성 복수 주격	matthew 5:11
ψευδόμαρτυς	명사	남성 복수 속격	matthew 26:60
ψεῦδος	명사	중성 단수 대격	john 8:44
ψηλαφάω	동사	2인칭 복수 부정과거 능동	luke 24:39
ψηφίζω	동사	3인칭 단수 현재 능동 직설법	luke 14:28
ψύχομαι	동사	3인칭 단수 미래 수동 직설법	matthew 24:12
ψῦχος	명사	중성 단수 주격	john 18:18
ψυχρός	형용사	중성 단수 속격	matthew 10:42
ψώχω	동사	현재 능동 분사 남성 복수 주격	luke 6:1
ᾠόν	명사	중성 단수 대격	luke 11:12
ὡραῖος	형용사	남성 복수 주격	matthew 23:27
